,ECO,fen,moves,opening_name
110,A73,rnbq1rk1/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQ1RK1 b -,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O 9. O-O,"Benoni Defense: Classical Variation, Main Line"
111,A70,rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N2N1P/PP3PP1/R1BQKB1R b KQkq,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. e4 Bg7 8. h3,"Benoni Defense: Classical Variation, New York Variation"
112,A72,rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQK2R b KQkq,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. e4 Bg7 8. Be2,"Benoni Defense: Classical Variation, Traditional Variation"
113,A72,rnbq1rk1/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQK2R w KQ,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O,"Benoni Defense: Classical, without 9. O-O"
114,A43,rnbqkbnr/p2ppppp/1p6/2P5/8/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 c5 2. dxc5 b6,Benoni Defense: Cormorant Gambit
115,A56,rnbqkb1r/pp1p1ppp/5n2/2pPp3/2P5/8/PP2PPPP/RNBQKBNR w KQkq,1. d4 Nf6 2. c4 c5 3. d5 e5,Benoni Defense: Czech Benoni Defense
116,A61,rnbqkb1r/pp3p1p/3p1np1/2pP4/8/2N2NP1/PP2PP1P/R1BQKB1R b KQkq,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. g3,Benoni Defense: Fianchetto Variation
117,A62,rnbq1rk1/pp3pbp/3p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQK2R w KQ,1. d4 Nf6 2. c4 e6 3. g3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. Bg2 Bg7 8. Nf3 O-O,"Benoni Defense: Fianchetto Variation, 7. Bg2 Bg7 8. Nf3 O-O"
118,A63,r1bq1rk1/pp1n1pbp/3p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQ1RK1 w -,1. d4 Nf6 2. c4 e6 3. g3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. Bg2 Bg7 8. Nf3 O-O 9. O-O Nbd7,"Benoni Defense: Fianchetto Variation, Hastings Defense"
119,A64,r1bqr1k1/1p1n1pbp/p2p1np1/2pP4/P7/2N3P1/1P1NPPBP/R1BQ1RK1 w -,1. d4 Nf6 2. c4 e6 3. g3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. Bg2 Bg7 8. Nf3 O-O 9. O-O a6 10. a4 Nbd7 11. Nd2 Re8,"Benoni Defense: Fianchetto Variation, Hastings Defense, Main Line"
120,A68,rnbq1rk1/pp3pbp/3p1np1/2pP4/4PP2/2N2N2/PP4PP/R1BQKB1R w KQ,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. Nf3 O-O,Benoni Defense: Four Pawns Attack
121,A69,rnbqr1k1/pp3pbp/3p1np1/2pP4/4PP2/2N2N2/PP2B1PP/R1BQK2R w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Nf3 c5 7. d5 e6 8. Be2 exd5 9. cxd5 Re8,"Benoni Defense: Four Pawns Attack, Main Line"
122,A43,rnbqk2r/pp2npbp/3p2p1/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R w KQkq,1. d4 e6 2. c4 c5 3. d5 exd5 4. cxd5 d6 5. Nc3 g6 6. e4 Bg7 7. Nf3 Ne7,Benoni Defense: Franco-Sicilian Hybrid
123,A43,rnbqkb1r/pp1ppppp/5n2/3P4/2p5/5N2/PPP1PPPP/RNBQKB1R w KQkq,1. d4 Nf6 2. Nf3 c5 3. d5 c4,Benoni Defense: Hawk Variation
124,A57,rnbqkb1r/pp2pppp/3p1n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq,1. d4 Nf6 2. c4 c5 3. d5 d6,Benoni Defense: Hromadka System
125,A56,rnbqkb1r/pp3p1p/3p1np1/2pPp3/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq,1. d4 Nf6 2. c4 c5 3. d5 e5 4. Nc3 d6 5. e4 g6,Benoni Defense: King's Indian System
126,A65,rnbqkb1r/pp3ppp/3p1n2/2pP4/4P3/2N5/PP3PPP/R1BQKBNR b KQkq,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4,Benoni Defense: King's Pawn Line
127,A61,rnbqkb1r/pp3p1p/3p1np1/2pP4/8/2N5/PP1NPPPP/R1BQKB1R b KQkq,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. Nd2,Benoni Defense: Knight's Tour Variation
128,A66,rnbqk2r/pp3pbp/3p1np1/2pPP3/5P2/2N5/PP4PP/R1BQKBNR b KQkq,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. e5,Benoni Defense: Mikenas Variation
129,A60,rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq,1. d4 Nf6 2. c4 c5 3. d5 e6,Benoni Defense: Modern Variation
130,A60,rnbqk2r/pp1p1ppp/3b1n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 Bd6,"Benoni Defense: Modern Variation, Snake Variation"
131,A43,rnbqkbnr/pp2pppp/3p4/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 c5 2. d5 d6,Benoni Defense: Old Benoni
132,A43,rnbqkbnr/pp2pp1p/3p2p1/2pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq,1. d4 c5 2. d5 d6 3. Nc3 g6,"Benoni Defense: Old Benoni, Schmid Variation"
133,A66,rnbqkb1r/pp3p1p/3p1np1/2pP4/4PP2/2N5/PP4PP/R1BQKBNR b KQkq,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4,Benoni Defense: Pawn Storm Variation
134,A43,r1bqkbnr/pp1ppppp/n7/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 c5 2. d5 Na6,Benoni Defense: Snail Variation
135,A67,rnbqk2r/pp3pbp/3p1np1/1BpP4/4PP2/2N5/PP4PP/R1BQK1NR b KQkq,1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. Bb5+,Benoni Defense: Taimanov Variation
136,A61,rnbqkb1r/pp3p1p/3p1np1/2pP2B1/8/2N2N2/PP2PPPP/R2QKB1R b KQkq,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. Bg5,Benoni Defense: Uhlmann Variation
137,A56,rnbqkb1r/pp1p1ppp/4pn2/2P5/2P5/8/PP2PPPP/RNBQKBNR w KQkq,1. d4 Nf6 2. c4 c5 3. dxc5 e6,Benoni Defense: Weenink Variation
138,A43,rnb1kb1r/pp1ppppp/5n2/q1pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq,1. d4 c5 2. d5 Nf6 3. Nc3 Qa5,Benoni Defense: Woozle
139,A43,rnbqkbnr/pp1ppppp/8/2p5/1P1P4/8/P1P1PPPP/RNBQKBNR b KQkq,1. d4 c5 2. b4,Benoni Defense: Zilbermints-Benoni Gambit
140,A56,rnbqkbnr/pp1ppppp/8/8/1P1p4/5N2/P1P1PPPP/RNBQKB1R b KQkq,1. d4 c5 2. Nf3 cxd4 3. b4,"Benoni Defense: Zilbermints-Benoni Gambit, 2. Nf3 cxd4 3. b4"
141,A56,rnbqkbnr/pp1p1ppp/8/4p3/1P1p4/5N2/P1P1PPPP/RNBQKB1R w KQkq,1. d4 c5 2. Nf3 cxd4 3. b4 e5,"Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit"
142,A02,rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq,1. f4,Bird Opening
143,A03,rnbqkb1r/pppppppp/5n2/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 Nf6,"Bird Opening, 1... Nf6"
144,A02,rnbqkb1r/pppppp1p/5np1/8/1P3P2/5N2/P1PPP1PP/RNBQKB1R b KQkq,1. f4 Nf6 2. Nf3 g6 3. b4,Bird Opening: Batavo-Polish Attack
145,A03,rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 d5,Bird Opening: Dutch Variation
146,A02,rnbqkbnr/pp2pppp/8/2p5/4pP2/5N2/PPPP2PP/RNBQKB1R w KQkq,1. e4 c5 2. f4 d5 3. Nf3 dxe4,"Bird Opening: Dutch Variation, Batavo Gambit"
147,A02,rnbqkbnr/ppp1pppp/8/3p4/5PP1/8/PPPPP2P/RNBQKBNR b KQkq,1. f4 d5 2. g4,"Bird Opening: Dutch Variation, Dudweiler Gambit"
148,A02,rnbqkbnr/pppp1ppp/8/4p3/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 e5,Bird Opening: From's Gambit
149,A02,rnbqkbnr/pppp1ppp/8/4p3/5P2/2N5/PPPPP1PP/R1BQKBNR b KQkq,1. f4 e5 2. Nc3,"Bird Opening: From's Gambit, Bahr Gambit"
150,A02,rnbqkb1r/ppp2ppp/3P1n2/8/8/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 e5 2. fxe5 d6 3. exd6 Nf6,"Bird Opening: From's Gambit, Langheld Gambit"
151,A02,rnbqk1nr/ppp2p1p/3b4/6p1/8/5N2/PPPPP1PP/RNBQKB1R w KQkq,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5,"Bird Opening: From's Gambit, Lasker Variation"
152,A02,rnbqk2r/ppp2ppp/3b3n/8/3P4/5N2/PPP1P1PP/RNBQKB1R b KQkq,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. d4,"Bird Opening: From's Gambit, Lipke Variation"
153,A02,rnbqkbnr/pppppp1p/8/6p1/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 g5,Bird Opening: Hobbs Gambit
154,A02,rnbqkbnr/pppppp2/7p/6p1/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq,1. f4 h6 2. Nf3 g5,Bird Opening: Hobbs-Zilbermints Gambit
155,A03,rnbqkb1r/pppppppp/7n/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 Nh6,Bird Opening: Horsefly Defense
156,A02,rnbqkbnr/pppp2pp/5p2/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 e5 2. fxe5 f6,Bird Opening: Lasker Gambit
157,A03,rnbqkb1r/pp2pppp/5n2/2pp4/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq,1. f4 d5 2. Nf3 Nf6 3. e3 c5,Bird Opening: Lasker Variation
158,A03,rnbqkb1r/pppppppp/5n2/8/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq,1. f4 Nf6 2. c4,Bird Opening: Mujannah
159,A02,rnbqkbnr/p1pppppp/8/1p6/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 b5,Bird Opening: Myers Defense
160,A02,rnbqkb1r/ppppnppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 e5 2. fxe5 Ne7,Bird Opening: Platz Gambit
161,A02,r1bqkbnr/pppp1ppp/2n5/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq,1. f4 e5 2. fxe5 Nc6,Bird Opening: Schlechter Gambit
162,A02,rnbqkbnr/pp1p1ppp/8/2p5/3p1P2/2P2N2/PP2P1PP/RNBQKB1R b KQkq,1. f4 e5 2. d4 exd4 3. Nf3 c5 4. c3,Bird Opening: Siegener Gambit
163,A02,rnbqkbnr/ppp1pppp/8/3p4/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq,1. f4 d5 2. c4,Bird Opening: Sturm Gambit
164,A02,rnbqkb1r/ppppp1pp/5n2/8/4pPP1/2N5/PPPP3P/R1BQKBNR b KQkq,1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4,Bird Opening: Swiss Gambit
165,A02,rnbqkb1r/pp2pppp/5n2/2p5/3p1P2/1P2PN2/PBPP2PP/RN1QKB1R b KQkq,1. f4 d5 2. b3 Nf6 3. Bb2 d4 4. Nf3 c5 5. e3,Bird Opening: Thomas Gambit
166,A02,rnbqkbnr/ppppp1pp/8/5p2/4PP2/8/PPPP2PP/RNBQKBNR b KQkq,1. f4 f5 2. e4,Bird Opening: Wagner-Zwitersch Gambit
167,A03,rnbqkbnr/ppp1pppp/8/3p4/4PP2/8/PPPP2PP/RNBQKBNR b KQkq,1. f4 d5 2. e4,Bird Opening: Williams Gambit
168,A02,rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPQ1PP/R1B1KBNR b KQkq,1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Qe2,"Bird Opening: Williams Gambit, 3. Nc3 Nf6 4. Qe2"
169,A02,rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPN1PP/R1BQKB1R b KQkq,1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Nge2,Bird Opening: Williams-Zilbermints Gambit
170,C23,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4,Bishop's Opening
171,C23,rnbqkbnr/p2p1ppp/2p5/1B2p3/4P3/8/PPPP1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 b5 3. Bxb5 c6,Bishop's Opening: Anderssen Gambit
172,C24,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 Nf6,Bishop's Opening: Berlin Defense
173,C23,rnbqkb1r/pppp1ppp/5n2/4p3/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Nf6 3. f4,"Bishop's Opening: Berlin Defense, Greco Gambit"
174,C27,rnbqkb1r/pppp1ppp/8/4p3/2B1n3/2N2N2/PPPP1PPP/R1BQK2R b KQkq,1. e4 e5 2. Nf3 Nf6 3. Bc4 Nxe4 4. Nc3,Bishop's Opening: Boden-Kieseritzky Gambit
175,C20,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 Bc5,Bishop's Opening: Boi Variation
176,C23,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 f5,Bishop's Opening: Calabrese Countergambit
177,C23,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 f5 3. d3,"Bishop's Opening: Calabrese Countergambit, Jaenisch Variation"
178,C23,rnbqk1nr/pppp1ppp/8/8/2BPP2b/5N2/P1P4p/RNBQ1R1K b kq,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4 exf4 5. Nf3 Be7 6. d4 Bh4+ 7. g3 fxg3 8. O-O gxh2+ 9. Kh1,Bishop's Opening: Four Pawns Gambit
179,C23,rnbqkb1r/p1pp1ppp/5n2/1p2p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq,1. e4 e5 2. Bc4 Nf6 3. Nc3 b5,Bishop's Opening: Horwitz Gambit
180,C23,rnbqkbnr/ppp2ppp/8/3pp3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 d5,Bishop's Opening: Khan Gambit
181,C24,rnbq1rk1/ppppbppp/5n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQ,1. e4 e5 2. Bc4 Nf6 3. d3 Be7 4. Nf3 O-O,Bishop's Opening: Kitchener Folly
182,C24,r1bqk2r/pppp1ppp/2n2n2/2b1p3/1PB1P3/5P2/P1PPN1PP/RNBQK2R b KQkq,1. e4 e5 2. Bc4 Nf6 3. f3 Bc5 4. Ne2 Nc6 5. b4,Bishop's Opening: Krejcik Gambit
183,C23,rnbqk1nr/ppp2ppp/8/2bpp3/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 Bc5 3. c3 d5,Bishop's Opening: Lewis Countergambit
184,C23,rnbqk2r/ppp2ppp/5n2/2bBp3/4P3/2P5/PP1P1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6,"Bishop's Opening: Lewis Countergambit, 3. c3 d5 4. Bxd5 Nf6"
185,C23,rnbqk2r/ppp2ppp/5n2/2bBp3/3PP3/2P5/PP3PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6 5. d4,"Bishop's Opening: Lewis Countergambit, Walker Variation"
186,C23,rnbqk1nr/pppp1ppp/8/2b1p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. d4,Bishop's Opening: Lewis Gambit
187,C23,r2qkbnr/pp3ppp/8/3pn3/8/8/PPP1NPPP/RNBQK2R b KQkq,1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7 6. Bxd7+ Nxd7 7. dxe5 Nxe5 8. Ne2,Bishop's Opening: Lisitsyn Variation
188,C23,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1PP2/2P5/PP1PQ1PP/RNB1K1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nc6 4. c3 Nf6 5. f4,Bishop's Opening: Lopez Gambit
189,C23,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPPQPPP/RNB1K1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. Qe2,Bishop's Opening: Lopez Variation
190,C23,rnbqk2r/pppp1ppp/5n2/2b1p3/2B1PP2/8/PPPPQ1PP/RNB1K1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4,"Bishop's Opening: Lopez Variation, Lopez Gambit"
191,C23,rnbqk1nr/pppp1ppp/8/2b1p3/1PB1P3/8/P1PP1PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. b4,Bishop's Opening: McDonnell Gambit
192,C23,rnbqk1nr/pppp1ppp/8/4p3/1bB1P3/2P5/P2P1PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3,"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit"
193,C23,rnbqk1nr/pppp1ppp/8/4p3/1bB1PP2/8/P1PP2PP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4,"Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit"
194,C23,rnbqkb1r/pppp1ppp/8/4p3/2B1n3/2N5/PPPP1PPP/RNBQK2R b KQkq,1. e4 e5 2. Bc4 Nf6 3. Ne2 Nxe4 4. Nec3,Bishop's Opening: Pachman Gambit
195,C23,rnbqkbnr/pp1p1ppp/2p5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 c6,Bishop's Opening: Philidor Counterattack
196,C23,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/2P5/PP1P1PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. c3,Bishop's Opening: Philidor Variation
197,C24,rnbqkb1r/pppp1ppp/5n2/4p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Nf6 3. d4,Bishop's Opening: Ponziani Gambit
198,C23,rnbq1rk1/ppp2ppp/5P2/2b4Q/2pp4/2P5/PP3PPP/RNB1K1NR w KQ,1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 O-O,Bishop's Opening: Pratt Variation
199,C23,rnbqk1nr/pppp1ppp/8/2b1p3/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Bc5 3. f4,Bishop's Opening: Stein Gambit
200,C23,rnbqkbnr/p1pp2pp/8/1B2pp2/4P3/8/PPPP1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 b5 3. Bxb5 f5,Bishop's Opening: Thorold Gambit
201,C24,rnbqkb1r/pppp1ppp/5n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3,Bishop's Opening: Urusov Gambit
202,C24,rnbqkb1r/pppp1ppp/8/8/2BQn3/5N2/PPP2PPP/RNB1K2R b KQkq,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 Nxe4 5. Qxd4,"Bishop's Opening: Urusov Gambit, Keidansky Gambit"
203,C24,rnb1k2r/ppp1qppp/5n2/3P4/1bBp4/2P2N2/PP3PPP/RNBQK2R w KQkq,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 d5 5. exd5 Bb4+ 6. c3 Qe7+,"Bishop's Opening: Urusov Gambit, Panov Variation"
204,C28,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq,1. e4 e5 2. Bc4 Nf6 3. d3 Nc6 4. Nc3,Bishop's Opening: Vienna Hybrid
205,C28,r1bqk2r/pppp1ppp/2n2n2/4p3/1bB1P3/2NP4/PPP1NPPP/R1BQK2R b KQkq,1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. d3 Bb4 5. Ne2,"Bishop's Opening: Vienna Hybrid, Hromadka Variation"
206,C26,rnbqk2r/pppp1ppp/5n2/2b1p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq,1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. d3,"Bishop's Opening: Vienna Hybrid, Spielmann Attack"
207,C24,rnbqkb1r/pppp1ppp/5n2/8/2BpP3/2P5/PP3PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. c3,Bishop's Opening: Warsaw Gambit
208,C23,rnb1k1nr/pppp1ppp/8/2b1p1q1/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq,1. e4 e5 2. Bc4 Bc5 3. c3 Qg5,Bishop's Opening: del Rio Variation
209,C50,r1b1kbnr/pppp1Npp/8/8/4q3/5n2/PPPPBP1P/RNBQKR2 w Qkq,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. Nxe5 Qg5 5. Nxf7 Qxg2 6. Rf1 Qxe4+ 7. Be2 Nf3#,Blackburne Shilling Gambit
210,D00,rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq,1. d4 d5 2. e4,Blackmar-Diemer Gambit
211,D00,rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq,1. d4 Nf6 2. Nc3 d5 3. e4,"Blackmar-Diemer Gambit, 2. Nc3 d5 3. e4"
212,D00,rnbqkb1r/pp2pppp/5n2/2p5/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 c5,"Blackmar-Diemer Gambit Declined, Brombacher Countergambit"
213,D00,rnbqkb1r/ppp2ppp/5n2/4p3/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e5,"Blackmar-Diemer Gambit Declined, Elbert Countergambit"
214,D00,rn1qkbnr/pppbpppp/8/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq,1. d4 d5 2. e4 dxe4 3. Nc3 Bd7,"Blackmar-Diemer Gambit Declined, Grosshans Defense"
215,D00,r1bqkb1r/ppp1pppp/2n2n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 Nc6,"Blackmar-Diemer Gambit Declined, Lamb Defense"
216,D00,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N1pP2/PPP3PP/R1BQKBNR w KQkq,1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 e3,"Blackmar-Diemer Gambit Declined, Langeheinecke Defense"
217,D00,rnbqkb1r/pp2pppp/2p2n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,1. d4 Nf6 2. f3 d5 3. e4 dxe4 4. Nc3 c6,"Blackmar-Diemer Gambit Declined, O'Kelly Defense"
218,D00,rnbqkb1r/ppp2ppp/4pn2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,1. d4 Nf6 2. Nc3 d5 3. f3 e6 4. e4 dxe4,"Blackmar-Diemer Gambit Declined, Weinsbach Declination"
219,D00,rnbqk2r/ppp1ppbp/5np1/8/2BP3P/2N2N2/PPP3P1/R1BQK2R b KQkq,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. h4,"Blackmar-Diemer Gambit: Bogoljubov Defense, Mad Dog Attack"
220,D00,rnbqkb1r/ppp1pp1p/5np1/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 g6,Blackmar-Diemer Gambit: Bogoljubov Variation
221,D00,rnbq1rk1/ppp1ppbp/5np1/8/2BP4/2N2N2/PPP3PP/R1BQ1R1K b -,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Kh1,"Blackmar-Diemer Gambit: Bogoljubov Variation, Kloss Attack"
222,D00,rnbqk2r/ppp1ppbp/5np1/4N3/2BP4/2N5/PPP3PP/R1BQK2R b KQkq,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. Ne5,"Blackmar-Diemer Gambit: Bogoljubov Variation, Nimzowitsch Attack"
223,D00,rnbq1rk1/ppp1ppbp/5np1/8/2BP4/2N2N2/PPP3PP/R1B1QRK1 b -,1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Qe1,"Blackmar-Diemer Gambit: Bogoljubov Variation, Studier Attack"
224,D00,rnbqkbnr/ppp1pppp/8/8/3Pp3/4B3/PPP2PPP/RN1QKBNR b KQkq,1. d4 d5 2. e4 dxe4 3. Be3,Blackmar-Diemer Gambit: Diemer-Rosenberg Attack
